Tue 28 Nov 2017 10:05:02 rest_api get_users_lookup 16472 Thread-1 [line:140] INFO users: 100, success: 100
Tue 28 Nov 2017 10:05:08 rest_api get_users_lookup 12096 Thread-3 [line:140] INFO users: 100, success: 100
Tue 28 Nov 2017 10:05:08 rest_api get_users_lookup 6904 Thread-2 [line:140] INFO users: 100, success: 100
Tue 28 Nov 2017 10:05:20 rest_api get_users_lookup 19488 Thread-7 [line:140] INFO users: 100, success: 100
Tue 28 Nov 2017 10:05:21 rest_api get_users_lookup 2556 Thread-8 [line:140] INFO users: 100, success: 100
Tue 28 Nov 2017 10:05:21 rest_api get_users_lookup 19176 Thread-5 [line:140] INFO users: 100, success: 100
Tue 28 Nov 2017 10:05:22 rest_api get_users_lookup 1516 Thread-6 [line:140] INFO users: 100, success: 100
Tue 28 Nov 2017 10:05:23 rest_api get_users_lookup 19392 Thread-4 [line:140] INFO users: 100, success: 100
Tue 28 Nov 2017 10:05:51 rest_api get_users_lookup 12096 Thread-3 [line:140] INFO users: 100, success: 100
